,Alanine (g),"Alcohol, ethyl (g)",Arginine (g),Ash (g),Aspartic acid (g),Beta-sitosterol (g),Betaine (g),Butanoic acid (g),Caffeine (g),"Calcium, Ca (g)",Calories (g),Campesterol (g),Carbohydrate (g),"Carotene, alpha (g)","Carotene, beta (g)",Cholesterol (g),Choline (g),"Cis,cis,cis-octadecatrienoic n-3 acid (g)","Cis,cis,cis-octadecatrienoic n-6 acid (g)","Cis,cis-eicosadienoic n-6 acid (g)","Cis,cis-octadecadienoic n-6 acid (g)",Cis-hexadecenoic acid (g),Cis-octadecenoic acid (g),"Copper, Cu (g)","Cryptoxanthin, beta (g)",Cystine (g),Decanoic acid (g),Dihydrophylloquinone (g),Docosahexaenoic n-3 acid (g),Docosanoic acid (g),Docosapentaenoic n-3 acid (g),Docosatetraenoic acid (g),Docosenoic acid (g),Docosenoic cis acid (g),Docosenoic trans acid (g),Dodecanoic acid (g),Eicosadienoic acid (g),Eicosadienoic n-3 acid (g),Eicosadienoic n-6 acid (g),Eicosanoic acid (g),Eicosapentaenoic n-3 acid (g),Eicosatetraenoic acid (g),Eicosenoic acid (g),Fat (g),"Fatty acids, total trans (g)","Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)",Fiber (g),"Fluoride, F (g)",Folate (g),Folic acid (g),Fructose (g),Galactose (g),Glucose (dextrose) (g),Glutamic acid (g),Glycine (g),Heptadecanoic acid (g),Heptadecenoic acid (g),Hexadecanoic acid (g),Hexadecenoic acid (g),Hexanoic acid (g),Histidine (g),Hydroxyproline (g),Irans-Octadecadienoic acid (g),"Iron, Fe (g)",Isoleucine (g),Lactose (g),Leucine (g),Lutein + zeaxanthin (g),Lycopene (g),Lysine (g),"Magnesium, Mg (g)",Maltose (g),"Manganese, Mn (g)",Menaquinone-4 (g),Methionine (g),Monounsaturated fatty acids (g),Niacin (g),Octadecadienoic CLAs acid (g),Octadecadienoic acid (g),Octadecanoic acid (g),Octadecatetraenoic acid (g),Octadecatrienoic acid (g),Octadecenoic acid (g),Octanoic acid (g),Pantothenic acid (g),Pentadecanoic acid (g),Pentadecenoic acid (g),Phenylalanine (g),"Phosphorus, P (g)",Phytosterols (g),Polyunsaturated fatty acids (g),"Potassium, K (g)",Proline (g),Protein (g),Riboflavin (g),Saturated fatty acids (g),"Selenium, Se (g)",Serine (g),Serving Size (g),"Sodium, Na (g)",Starch (g),Stigmasterol (g),Sucrose (g),Sugars (g),Tetracosanoic acid (g),Tetracosenoic cis acid (g),Tetradecanoic acid (g),Tetradecenoic acid (g),Theobromine (g),Thiamin (g),Threonine (g),"Tocopherol, alpha (g)","Tocopherol, beta (g)","Tocopherol, delta (g)","Tocopherol, gamma (g)","Tocotrienol, alpha (g)","Tocotrienol, beta (g)","Tocotrienol, delta (g)","Tocotrienol, gamma (g)","Trans,trans-octadecadienoic acid (g)",Trans-hexadecenoic acid (g),Trans-octadecadienoic acid (g),Trans-octadecatrienoic acid (g),Trans-octadecenoic acid (g),Tridecanoic acid (g),Tryptophan (g),Tyrosine (g),Uncosapentaenoic acid (g),Valine (g),Vitamin A (IU),"Vitamin A, RAE (g)",Vitamin B12 (g),Vitamin B6 (g),Vitamin C (g),Vitamin D (IU),Vitamin D2 (ergocalciferol) (g),Vitamin D3 (cholecalciferol) (g),Vitamin E (g),Vitamin K (g),Water (g),"Zinc, Zn (g)"
"Snacks, shrimp cracker",0.269,0.0,0.36,2.31,0.401,0.068,0.038200000000000005,0.0,0.0,0.02,0.0,0.04,59.09,0.0,0.0,0.002,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.000221,0.0,0.147,0.0,0.0,0.001,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398,0.001,0.0,0.168,17.86,0.066,0.0,0.0,5.6,8.7e-06,2.3e-05,0.0,0.02,0.0,0.0,2.309,0.311,0.001,0.001,3.435,0.027,0.0,0.192,0.0,0.0,0.00191,0.242,0.0,0.489,0.000116,0.0,0.208,0.07200000000000001,0.0,0.00214,0.0,0.126,7.997,0.0026309999999999997,0.0,2.802,1.32,0.0,1.167,7.802,0.0,0.000321,0.0,0.0,0.367,0.191,0.0,3.971,0.193,1.1,7.14,9.1e-05,5.357,3.31e-05,0.334,100.0,0.5710000000000001,30.36,0.0,21.4,21.43,0.0,0.0,0.001,0.0,0.0,0.000264,0.2,0.00328,0.00012,0.00016,0.00552,0.00016,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.152,0.0,0.306,0.0,0.0,2e-08,0.000216,0.0,0.0,0.0,0.0,0.00328,1.28e-05,13.6,0.00138
"Soup, dry, chicken broth cubes",0.0,0.0,0.0,54.7,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,23.5,0.0,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,4.7,0.0,0.0,0.0,0.0,0.0,3.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.2,0.0,0.0,0.0,0.0,0.0018700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.000377,0.0,0.0,1.92,0.0039,0.0,1.57,0.24,0.0,0.05,1.68,0.0,0.0006,0.0,0.0,0.0,0.191,0.0,1.62,0.374,0.0,14.6,0.00038,1.2,2.7899999999999997e-05,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.00019,0.0,8.999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3e-07,0.0001,0.001,0.0,0.0,0.0,8.999999999999999e-05,0.0,2.5,0.0002
"Soup, dry, cubed, beef broth",0.0,0.0,0.0,59.3,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,16.1,0.0,0.0,0.004,0.11340000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.0,0.0,0.0,0.0,0.0,0.0,3.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,0.0,0.0,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.000386,0.0,0.0,1.67,0.0033,0.0,0.12,0.76,0.0,0.02,1.44,0.0,0.0003,0.0,0.0,0.0,0.225,0.0,0.16,0.403,0.0,17.3,0.00024,1.99,2.76e-05,0.0,100.0,24.0,0.0,0.0,0.0,14.51,0.0,0.0,0.15,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1e-06,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.00021
"Soup, dry, powder, beef broth or bouillon",0.0,0.0,0.0,54.5,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,17.4,0.0,0.0,0.01,0.11340000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.03,8.89,0.0,0.0,0.0,0.0,0.0,3.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.372,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.051000000000000004,0.0,0.00045900000000000004,0.0,0.0,3.616,0.004467,0.0,0.281,1.688,0.0,0.05,3.215,0.0,0.0003,0.0,0.0,0.0,0.32,0.0,0.332,0.446,0.0,15.97,0.000243,4.32,2.76e-05,0.0,100.0,26.0,0.0,0.0,0.0,16.71,0.0,0.0,0.332,0.0,0.0,7.000000000000001e-05,0.0,0.00217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0002,0.0,0.0,0.0,0.0,0.00217,3.2e-06,3.27,0.0
"Soup, lower sodium, beef broth, SWANSON",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.008,9e-06,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,5e-06,0.0,0.0,0.012,0.0005,0.0,0.002,0.01,0.0,0.0,0.011,0.0,5e-05,0.002,0.001,0.0,0.01,0.0,0.002,0.023,0.0,1.2,8.5e-05,0.03,0.0,0.0,100.0,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.003,0.001,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000107,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.00032
"Sour cream, fat free",0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,15.6,0.0,9e-06,0.009000000000000001,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,7.000000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.129,0.0,3.1,0.00015,0.0,5.299999999999999e-06,0.0,100.0,0.14100000000000001,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,7.3e-05,3e-07,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,80.6,0.0005
"Sour cream, light",0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.34,0.0,0.14100000000000001,0.0,0.0,7.1,0.0,2.1e-05,0.035,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.24,0.2,0.0,0.0,0.0,7.000000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,3.1,7.000000000000001e-05,0.0,0.24,1.28,0.0,0.16,2.66,0.11,0.0,0.0,0.0,0.0,0.07100000000000001,0.0,0.4,0.212,0.0,3.5,0.00012,6.6,3.1e-06,0.0,100.0,0.083,0.0,0.0,0.0,0.22,0.0,0.0,1.06,0.0,0.0,4e-05,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,8.999999999999999e-05,4.1999999999999995e-07,2e-05,0.0009000000000000001,8.0,0.0,2e-07,0.0003,5e-07,78.1,0.0005
Soy sauce made from hydrolyzed vegetable protein,0.0,0.0,0.0,16.63,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,7.84,0.0,0.0,0.0,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.5,0.0,1.3e-05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.6,0.0001,0.0,0.0,0.06,0.002828,0.0,0.127,0.007,0.0,0.02,0.054,0.0,0.00026900000000000003,0.0,0.0,0.0,0.094,0.0,0.147,0.447,0.0,7.0,0.000109,0.04,8e-07,0.0,100.0,6.82,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,4.2000000000000004e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014299999999999998,0.0,0.0,0.0,0.0,0.0,0.0,68.02,0.00023
Soy sauce made from soy (tamari),0.536,0.0,0.405,17.82,0.882,0.0,0.0,0.0,0.0,0.02,0.0,0.0,5.57,0.0,0.0,0.0,0.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.000135,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,1.8e-05,0.0,0.0,0.0,0.0,2.411,0.435,0.0,0.0,0.008,0.0,0.0,0.215,0.0,0.0,0.0023799999999999997,0.487,0.0,0.735,0.0,0.0,0.731,0.04,0.0,0.000499,0.0,0.167,0.017,0.0039510000000000005,0.0,0.039,0.003,0.0,0.005,0.017,0.0,0.00037600000000000003,0.0,0.0,0.534,0.13,0.0,0.044,0.212,0.806,10.51,0.000152,0.011,8e-07,0.483,100.0,5.586,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,5.9e-05,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.342,0.0,0.524,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.00043
Soy sauce made from soy and wheat (shoyu),0.294,0.0,0.463,15.21,0.719,0.0,0.0298,0.0,0.0,0.033,0.0,0.0,4.93,0.0,0.0,0.0,0.0183,0.0,0.0,0.0,0.0,0.0,0.0,4.2999999999999995e-05,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.8,0.0,1.4e-05,0.0,0.0,0.0,0.3,1.579,0.297,0.0,0.0,0.058,0.0,0.0,0.174,0.0,0.0,0.00145,0.318,0.0,0.537,0.0,0.0,0.381,0.074,0.0,0.001018,0.0,0.097,0.088,0.002196,0.0,0.234,0.007,0.0,0.029,0.08,0.0,0.000297,0.0,0.0,0.353,0.166,0.0,0.263,0.435,0.493,8.14,0.000165,0.073,5e-07,0.388,100.0,5.493,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,3.3e-05,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.244,0.0,0.332,0.0,0.0,0.0,0.000148,0.0,0.0,0.0,0.0,0.0,0.0,71.15,0.00087
"Spices, bay leaf",0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.834,0.0,0.0,74.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000416,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,0.0,0.0,0.0,26.3,0.0,0.00017999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.14,0.0,0.0,0.0,0.0,0.043000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.008167,0.0,0.0,1.64,0.002005,0.0,1.24,0.16,0.0,1.05,1.5,0.01,0.0,0.0,0.0,0.0,0.113,0.0,2.29,0.529,0.0,7.61,0.000421,2.28,2.8e-06,0.0,100.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6185.0,0.000309,0.0,0.00174,0.0465,0.0,0.0,0.0,0.0,0.0,5.44,0.0037
"Spices, dill seed",0.0,0.0,1.263,6.62,0.0,0.0,0.0,0.0,0.0,1.516,0.0,0.0,55.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.54,0.0,0.0,0.0,21.1,0.0,9.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.05,0.0,0.32,0.0,0.0,0.016329999999999997,0.767,0.0,0.925,0.0,0.0,1.038,0.256,0.0,0.001833,0.0,0.143,9.41,0.002807,0.0,0.96,0.1,0.0,0.15,9.36,0.0,0.0,0.0,0.0,0.67,0.277,0.124,1.01,1.186,0.0,15.98,0.00028399999999999996,0.73,1.21e-05,0.0,100.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.00041799999999999997,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,53.0,3e-06,0.0,0.00025,0.021,0.0,0.0,0.0,0.0,0.0,7.7,0.005200000000000001
"Spices, dried, basil",1.18,0.0,1.23,14.85,3.02,0.0,0.016100000000000003,0.0,0.0,2.24,0.0,0.0,47.75,0.000113,0.00037799999999999997,0.0,0.0549,0.296,0.004,0.0,0.0,0.0,1.067,0.0021000000000000003,2.4e-05,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,37.7,0.0,0.00031,0.0,0.75,0.19,0.75,2.57,1.25,0.0,0.0,1.036,0.171,0.0,0.45,0.0,0.0,0.0898,1.06,0.0,1.85,0.00115,0.00039299999999999996,1.15,0.711,0.0,0.009800000000000001,0.0,0.32,1.238,0.004900000000000001,0.0,0.199,1.075,0.0,0.3,1.067,0.0,0.000838,0.0,0.0,1.25,0.274,0.106,0.498,2.63,2.7,22.98,0.0012,2.157,3e-06,0.53,100.0,0.076,0.0,0.0,0.02,1.71,0.0,0.0,0.046,0.0,0.0,8e-05,0.76,0.0107,0.0,0.0,0.0007700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.75,0.0,1.45,744.0,3.7e-05,0.0,0.00134,0.0008,0.0,0.0,0.0,0.0107,0.0017144999999999999,10.35,0.0070999999999999995
"Spices, dried, dill weed",0.0,0.0,0.0,12.56,0.0,0.0,0.0,0.0,0.0,1.784,0.0,0.0,55.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048780000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.451,0.0,0.00395,0.0,0.0,0.0,0.002807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543,0.0,0.0,3.3080000000000003,0.0,19.96,0.00028399999999999996,0.234,0.0,0.0,100.0,0.20800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5850.0,0.00029299999999999997,0.0,0.00171,0.05,0.0,0.0,0.0,0.0,0.0,7.3,0.0033
"Spices, dried, parsley",1.778,0.0,1.756,11.36,3.169,0.0,0.0017,0.0,0.0,1.1400000000000001,0.0,0.0,50.64,1.7e-05,0.001152,0.0,0.09709999999999999,1.86,0.016,0.0,1.248,0.0,0.761,0.0007800000000000001,4e-06,0.298,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,5.48,0.0,0.0,0.0,26.7,0.0,0.00017999999999999998,0.0,0.42,0.0,2.76,3.688,1.756,0.0,0.0,1.223,0.0,0.0,0.718,0.0,0.0,0.02204,1.546,0.0,2.794,0.002428,0.0,2.098,0.4,0.0,0.009810000000000001,0.0,0.596,0.761,0.009943,0.0,1.248,0.058,0.0,1.876,0.761,0.0,0.001062,0.0,0.0,1.712,0.436,0.0,3.124,2.6830000000000003,2.01,26.63,0.002383,1.378,1.4099999999999999e-05,1.159,100.0,0.452,0.0,0.0,4.09,7.27,0.063,0.0,0.0,0.0,0.0,0.00019600000000000002,1.193,0.008960000000000001,2e-05,0.0,0.0015300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,1.159,0.0,2.021,1939.0,9.7e-05,0.0,0.0009000000000000001,0.125,0.0,0.0,0.0,0.008960000000000001,0.0013595,5.89,0.00544
"Spices, dried, rosemary",0.0,0.0,0.0,6.53,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,64.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055,0.0,0.0,0.05,0.0,0.0,0.387,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.379,0.0,0.0,0.125,15.22,0.0,0.0,0.0,42.6,0.0,0.000307,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.0,4.991,0.17,0.0,0.0,0.0,0.0,0.02925,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.001867,0.0,0.0,3.014,0.001,0.0,1.16,0.6,0.0,1.076,2.66,0.0,0.0,0.131,0.0,0.0,0.07,0.058,2.339,0.9550000000000001,0.0,4.88,0.000428,7.371,4.599999999999999e-06,0.0,100.0,0.05,0.0,0.0,0.0,0.0,0.294,0.0,0.315,0.059,0.0,0.000514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3128.0,0.000156,0.0,0.00174,0.061200000000000004,0.0,0.0,0.0,0.0,0.0,9.31,0.0032300000000000002
"Spices, dried, thyme",0.0,0.0,0.0,11.74,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,0.0,0.0,63.94,0.0,0.002264,0.0,0.0436,0.0,0.0,0.0,0.0,0.0,0.0,0.00086,3.2999999999999996e-05,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43,0.0,0.0,0.0,37.0,0.0,0.000274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.1236,0.468,0.0,0.43,0.001895,0.0,0.207,0.22,0.0,0.007867,0.0,0.0,0.47,0.004940000000000001,0.0,0.5,0.28,0.0,0.69,0.47,0.24,0.0,0.0,0.0,0.0,0.201,0.163,1.19,0.8140000000000001,0.0,9.11,0.00039900000000000005,2.73,4.599999999999999e-06,0.0,100.0,0.055,0.0,0.0,0.0,1.71,0.0,0.0,0.15,0.0,0.0,0.000513,0.252,0.0074800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.0,0.0,0.502,3800.0,0.00018999999999999998,0.0,0.00055,0.05,0.0,0.0,0.0,0.0074800000000000005,0.0017144999999999999,7.79,0.00618
"Spices, garlic powder",0.485,0.0,3.365,3.54,1.89,0.0,0.0060999999999999995,0.0,0.0,0.079,0.0,0.0,72.73,0.0,0.0,0.0,0.0675,0.012,0.0,0.022,0.0,0.0,0.106,0.000533,0.0,0.253,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,9.0,0.0,4.7e-05,0.0,0.31,0.0,0.07,3.658,0.525,0.0,0.0,0.101,0.0,0.0,0.263,0.0,0.0,0.0056500000000000005,0.414,0.0,0.728,0.0,0.0,0.768,0.077,0.0,0.000979,0.0,0.111,0.115,0.000796,0.0,0.143,0.105,0.0,0.012,0.106,0.0,0.0007430000000000001,0.0,0.0,0.525,0.41400000000000003,0.008,0.178,1.193,1.354,16.55,0.00014099999999999998,0.249,2.3899999999999998e-05,0.505,100.0,0.06,0.0,0.0,2.05,2.43,0.0,0.009,0.015,0.0,0.0,0.000435,0.374,0.00067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.445,0.0,0.667,0.0,0.0,0.0,0.0016539999999999999,0.0012,0.0,0.0,0.0,0.00067,4e-07,6.45,0.0029900000000000005
"Spices, ground, cinnamon",0.166,0.0,0.166,3.6,0.438,0.0,0.0039,0.0,0.0,1.002,0.0,0.0,80.59,1e-06,0.000112,0.0,0.011,0.011,0.0,0.0,0.0,0.0,0.246,0.00033900000000000005,0.000129,0.058,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,53.1,0.0,6e-06,0.0,1.11,0.0,1.04,0.37,0.195,0.136,0.0,0.104,0.001,0.0,0.117,0.0,0.0,0.008320000000000001,0.146,0.0,0.253,0.000222,1.4999999999999999e-05,0.243,0.06,0.0,0.017466000000000002,0.0,0.078,0.246,0.001332,0.0,0.044,0.082,0.0,0.011,0.246,0.0,0.000358,0.0,0.0,0.146,0.064,0.026000000000000002,0.068,0.431,0.419,3.99,4.1e-05,0.345,3.1e-06,0.195,100.0,0.01,0.0,0.0,0.02,2.17,0.0,0.0,0.009,0.0,0.0,2.2e-05,0.136,0.00232,0.0,0.00026000000000000003,0.01044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.136,0.0,0.224,295.0,1.4999999999999999e-05,0.0,0.000158,0.0038,0.0,0.0,0.0,0.00232,3.12e-05,10.58,0.00183
